year,runtime,director,star,rating
2013,130,Bilal Lashari,Shaan Shahid,7.5
2019,87,Matthew Marsden,Matthew Marsden,5.5
2022,105,Jesse Edwards,Briza Covarrubias,9.2
2014,133,Ryûhei Kitamura,Shun Oguri,5.5
2016,90,Alastair Orr,Sharni Vinson,4.6
2016,83,Mike Mendez,Dolph Lundgren,5.2
2004,91,Dolph Lundgren,Dolph Lundgren,4.8
2015,88,Amariah Olson,Ving Rhames,4.3
2020,80,Wych Kaosayananda,Milena Gorum,2.9
2021,88,Scott Jeffrey,Robert Bronzi,3.7
2008,119,Aleksandr Melnik,Konstantin Lavronenko,6.7
2022,93,Danny Patrick,Flora Spencer-Longhurst,6.0
2000,95,Harry Ralston,David Arnott,5.2
2022,93,Alexander Whitrow,Alexander Whitrow,9.4
2022,103,CJ Goodwyn,Jason Johnson,8.2
2006,91,Daniel Zirilli,Lacey Toups,3.1
2012,90,Tobias Falk,Mikael Persbrandt,5.6
2018,92,Eric Summer,Claire Forlani,3.7
2014,107,Petr Kubik,Tom McKay,2.9
2012,101,Steve Barker,Catherine Steadman,4.9
2012,86,Charles Band,Kip Canyon,3.9
2019,126,Serdar Akar,Erdal Besikçioglu,6.5
2022,116,Romello Blade,Michelle Nuñez,8.6
2012,109,Vishal Mahadkar,Manish Chaudhari,4.8
2018,90,Darrell Wheat,Emily Bett Rickards,6.4
2017,104,Takeshi Kitano,Takeshi Kitano,6.4
2008,87,Albert Pyun,Michael Paré,5.5
2020,80,Justin Lee,Ed Morrone,4.0
2022,118,Massimiliano Cerchi,Michael Paré,2.4
2011,135,Abhinay Deo,Abhishek Bachchan,5.2
2016,95,Darren Curtis,Nabil Rajo,6.3
2006,102,Michael Damian,John Hayden,5.5
2022,148,Shaan Shahid,Shaan Shahid,5.4
2019,78,Scott Graham,Mark Stanley,5.0
2016,75,Wallace Brothers,Matt Berberi,3.1
2016,96,John Miller,Bernard Hill,6.1
2012,96,Perry Bhandal,Luke Goss,5.8
2017,88,Jared Cohn,Sara Malakul Lane,2.2
2019,81,Jovanka Vuckovic,Madison Iseman,4.6
2005,80,Jahangir Salehi,Michael Gradilone,4.2
2018,92,Nicholas Winter,Martyn Ford,3.3
2009,106,Chakri Toleti,Kamal Haasan,8.0
2013,90,Gary Jones,Amber Connor,3.5
2022,133,Mike Palmer,Eliza Adams,6.4
2016,98,Timothy Woodward Jr.,Kris Kristofferson,5.0
2012,140,Asger Leth,Mads Mikkelsen,5.7
2002,93,Christian Duguay,Rufus Sewell,4.4
2021,99,Jake Jalbert,Michael Paré,3.0
2005,102,Gérard Pirès,Benoît Magimel,5.7
2016,105,Dany Boon,Alice Pol,5.5
2001,112,Anders Nilsson,Jakob Eklund,6.3
2001,98,Roger Roth,Brandon Karrer,6.5
2014,94,Ryan Little,Adam Gregory,5.3
2013,97,Omid Nooshin,Dougray Scott,5.7
2017,77,James Mark,Chris Mark,4.1
2010,93,Eddie Lebron,Jun Naito,3.6
2014,91,John Lyde,Matthew Reese,3.5
2015,164,Sooraj R. Barjatya,Salman Khan,4.4
2013,88,Robert Crombie,Christian Slater,4.3
2012,86,Duane Graves,Ali Faulkner,3.5
2014,92,Brian Trenchard-Smith,John Cusack,4.4
2015,82,Tim Clague,Loretta Walsh,6.4
2017,170,Vishal Bhardwaj,Kangana Ranaut,5.6
2015,85,Emile Edwin Smith,Faran Tahir,4.3
2008,83,Andrew Prowse,D.B. Sweeney,3.0
2009,93,Dennis Dimster,Val Kilmer,4.5
2002,83,Gérard Pirès,Natasha Henstridge,5.4
2011,91,Ryan Little,Danny Glover,3.4
2013,82,G.J. Echternkamp,Robert Baker,6.7
2021,101,Andrew Stevens,Kevin Quinn,4.6
2003,96,Oxide Chun Pang,Jonathan Rhys Meyers,5.2
2019,109,Rasmus Tirzitis,Moa Stefansdotter,4.5
2015,86,Cathy Scorsese,Jack Falahee,2.8
2022,79,Trent Harris,Mary Tabor,6.9
2016,110,Lok Man Leung,Aaron Kwok,6.5
2014,110,David Field and George Basha,George Basha,5.4
2021,93,Shawn Welling,Tom Vera,3.5
2005,91,Mark L. Lester,Cameron Daddo,3.1
2017,90,Andrew Jones,Annabelle Lanyon,2.2
2018,91,Bobby Roth,Rockmond Dunbar,4.5
2016,92,Joel Novoa,Simon Rivers,4.6
2005,94,Damon Dash,Beanie Sigel,4.5
2019,84,Samuel K. Nkansah,Elisha Okyere,3.9
2012,116,Milos Twilight,Steven Bauer,6.1
2004,90,Christoph Schrewe,Dean Cain,3.3
2012,102,Lok Man Leung,Aaron Kwok,6.6
2020,97,Don Michael Paul,Faizon Love,3.6
2018,102,Alex Ranarivelo,Kevin Dillon,6.2
2017,88,Alexa Makky,Olga Fonda,3.3
2019,85,Giorgio Bruno,Dolph Lundgren,3.4
2022,90,Ante Novakovic,Yanina Studilina,4.8
2011,90,Anne Wheeler,Steve Austin,4.9
2013,101,David Marconi,Frank Grillo,5.9
2015,97,Stanton Barrett,Ed Quinn,3.3
2004,84,Martin Jay Weiss,Colin Egglesfield,3.6
2015,89,Hank Braxtan,James Remar,3.9
2002,116,Predrag Antonijevic,Christian Slater,4.5
2021,208,Erik Matti,Christopher De Leon,7.6
2010,89,Carl Bessai,Dustin Milligan,5.7
2020,98,Adam Boster,Steve Montana,3.3
2005,90,David Lister,Jane March,4.1
2015,88,Sean Cain,Ray Wise,3.0
2000,120,Benny Chan,Mark Hicks,4.6
2015,88,Simon Hung,Caon Mortenson,2.7
2002,88,Abdul Malik Abbott,Beanie Sigel,4.3
2002,101,Drew Daywalt,Seann William Scott,6.2
2012,105,Alejo Mo-Sun,Wes Bentley,3.3
2021,92,Luke Walker,Kandi Thompson,2.1
2012,95,James Chankin,Craig Sheffer,3.6
2019,97,Aziz Tazi,Sean Stone,4.2
2004,97,Sidney J. Furie,Dolph Lundgren,5.0
2017,84,Ara Paiaya,Lou Ferrigno,4.2
2014,93,John Lyde,Danielle C. Ryan,4.0
2017,99,Danny Wilson,John Savage,7.5
2013,114,Yusry Abd Halim,Dominic Purcell,3.3
2012,94,Maxim Korostyshevsky,Christian Slater,4.3
2016,82,Kyung Ho Lee,Taylor Kitsch,4.4
2017,140,Kamaleswar Mukherjee,Dev,4.6
2012,106,Damian Lee,Andy Garcia,5.6
2011,91,Adamo P. Cultraro,Steve Austin,4.7
2022,120,Adam Deierling,Maggie Callahan,3.6
2016,93,Stephen Reynolds,Julia Benson,4.9
2005,85,Jesse Heffring,Colin Walsh,6.6
2018,87,Jared Cohn,Xavi Israel,1.7
2016,119,Soi Cheang,Aaron Kwok,5.9
2014,113,Pradeep Sarkar,Rani Mukerji,7.3
2022,92,Dan Brothers,Jamie Humphrey,8.1
2002,124,Álex de la Iglesia,Sancho Gracia,6.3
2019,125,Max Martini,Max Martini,5.9
2017,95,Dan Tondowski,Roxane Hayward,3.3
2018,116,Tom Konkle,Vernon Wells,4.7
2002,80,Bee Chan,Eric Tsang,4.4
2008,92,Malcolm Martin,Gordon Alexander,4.9
2021,87,Brendan Petrizzo,Fred Williamson,2.3
2020,105,James Kermack,Kate Dickie,4.8
2004,95,Brian Yuzna,William Miller,3.1
2010,96,Mark McQueen,Danny Dyer,5.1
2016,91,Timothy Woodward Jr.,Johnny Messner,3.9
2019,95,K.C. Schrimpl,Aaron Farb,4.3
2017,113,Onur Ünlü,Kenan Imirzalioglu,4.8
2015,109,Haofeng Xu,Fan Liao,6.8
2012,86,Brandon Nutt,Vinnie Jones,3.8
2021,85,Raphaello,Eric Roberts,3.6
2017,126,Alain Desrochers,Colm Feore,6.6
2019,87,Brian Presley,Brian Presley,5.2
2021,83,Nick Sasso,Demis Araniadis,4.0
2022,75,Massimiliano Cerchi,Louis Mandylor,5.8
2006,95,Preston A. Whitmore II,Anthony Mackie,2.1
2003,95,Rowdy Herrington,Jeff Daniels,5.8
2019,92,Josh Ridgway,Sean Patrick Flanery,4.2
2011,86,Mike Sears,Kellan Lutz,5.2
2017,90,Nick Lyon,Stacey Oristano,4.2
2009,101,Steven Hentges,Lori Heuring,5.2
2021,100,Larry Rippenkroeger,Vanessa Angel,4.3
2003,161,S.J. Suryah,Fardeen Khan,4.2
2016,84,Adam Randall,Josh Bowman,4.4
2020,87,Jesse D. Ikeman,Kathleen Munroe,4.4
2020,95,Mike Gunther,Will Yun Lee,3.3
2015,97,Andrew Goth,Sam Neill,3.6
2011,106,Evan Glodell,Evan Glodell,6.3
2013,93,K. King,Danny Trejo,3.5
2016,89,Kurando Mitsutake,Kirk Geiger,5.3
2022,85,Reem Morsi,Alexia Fast,4.4
2016,121,Kim Druzhinin,Maksim Abrosimov,6.7
2017,93,Tibor Takács,Craig Sheffer,3.9
2017,62,Luke S. Goljan,Jim Ford,6.2
2014,90,Malek Akkad,D.B. Sweeney,4.5
2016,141,Nitya Mehra,Sidharth Malhotra,5.4
2002,97,Rowdy Herrington,James Spader,6.3
2021,84,Hank Braxtan,Courtney Loggins,2.5
2018,138,Patryk Vega,Olga Boladz,4.8
2012,90,Doug Lodato,Ray Liotta,4.7
2002,111,Corey Yuen,Shu Qi,6.6
2015,90,Chanwook Park,Hong Bum-ki,6.4
2021,93,Brett Bortle,Corbin Bernsen,3.6
2021,119,Xiaozhi Rao,Andy Lau,6.2
2015,71,Brett Kelly,Candice Lidstone,1.7
2009,71,Kate Madison,Christopher Dane,6.1
2013,104,Conor Allyn,Kellan Lutz,5.1
2018,114,Soi Cheang,Aaron Kwok,5.5
2019,100,Patrick Durham,Brian Austin Green,2.0
2014,95,Tristan Patterson,Constance Wu,4.7
2015,87,Jim Weedon,Stanley Weber,4.4
2008,85,Ben Rock,Carlos Bernard,5.6
2000,113,Hark Tsui,Nicholas Tse,6.7
2006,95,Lance W. Dreesen,Trevor Duke-Moretz,5.2
2017,107,Simon Phillips,Blaine Gray,4.2
2011,98,Matthew Hope,Toby Kebbell,5.8
2005,92,William Tannen,Chuck Norris,4.8
2011,70,Steven Kostanski,Matthew Kennedy,5.5
2002,98,John Schmidt,Jason George,5.8
2021,89,B.J. Rayniak,Richard Blake,3.7
2011,84,Emanuele De Santi,Emanuele De Santi,5.4
2017,92,Stefan Ruzowitzky,Violetta Schurawlow,6.5
2021,101,Mika Boorem,Mika Boorem,3.4
2003,90,Mark L. Lester,Erika Eleniak,4.2
2011,143,Tigmanshu Dhulia,Nana Patekar,7.0
2009,90,Jason Connery,Cuba Gooding Jr.,3.7
2016,99,Steven C. Miller,Jonathan Bennett,4.1
2010,109,Ken Loach,Mark Womack,6.4
2017,86,Ron Thornton,Adrian Paul,2.5
2009,89,Alex Turner,Shane West,4.2
2022,85,Thomas J. Churchill,Scott C. Roe,2.4
2011,111,Manish Gupta,Vatsal Sheth,5.2
2018,93,Mitch Gould,Sury Patel,4.9
2015,105,Josh Bear,Michael Madsen,4.3
2013,120,Seung-wan Ryu,Ha Jung-woo,6.6
2005,98,Charley Stadler,Robert Carlyle,5.3
2018,76,Corey Large,Jesse Metcalfe,3.1
2015,93,Russell Friedenberg,Zane Holtz,3.5
2015,88,Sheldon Wilson,Derek Theler,4.0
2021,87,Daniel Hernández Torrado,Christian Stamm,1.7
2019,110,Raouf Abd El Aziz,Mike Tyson,3.1
2010,89,William Phillips,Paul Gross,6.4
2010,121,Mohit Suri,Emraan Hashmi,5.1
2021,71,Mark Polonia,Jeff Kirkendall,1.7
2016,92,Daniel Zirilli,Shawn Lock,5.1
2011,108,Tanner Beard,Eric Balfour,4.1
2019,82,Justin Edgar,Nathalie Buscombe,2.7
2015,88,Joonas Makkonen,Enni Ojutkangas,4.3
2019,83,Miguel Llansó,Daniel Tadesse,5.6
2016,91,Glen Kirby,Nathan Bevan-Stewart,4.6
2016,90,Mickey Keating,Ashley Bell,4.9
2008,88,Terry Ingram,Arnold Vosloo,4.2
2010,90,Mo Ali,Kedar Williams-Stirling,4.0
2001,100,John Glen,Christopher Lambert,4.3
2002,90,Wayne Crawford,William Katt,3.4
2015,97,Ken Sanzel,Ryan Kwanten,4.6
2011,82,Brandon Trost,Jason Trost,5.4
2011,128,David Dhawan,Ajay Devgn,3.0
2014,9,Vincent Regan,Sean Bean,6.6
2007,86,Brian Trenchard-Smith,Ian Ziering,2.9
2021,94,Dan Lantz,Lance Henriksen,4.9
2017,87,R. Ellis Frazier,Dolph Lundgren,3.5
2005,80,Leigh Scott,Bruce Boxleitner,2.4
2013,90,Gabriel Sabloff,David A.R. White,4.8
2020,93,Danny Lerner,Dylan Bruce,2.8
2020,85,Rene Perez,Robert Bronzi,3.3
2014,84,David Beton,Tom Hughes,4.6
2015,92,John Portanova,Bill Oberst Jr.,3.7
2014,85,Fabrice du Welz,Gérard Lanvin,5.8
2019,86,A.K. Strom,Morgan Bradley,3.0
2021,90,Rickey Bird Jr.,Felissa Rose,2.3
2019,97,Rajiv Chilaka,Urvi Ashar,5.4
2016,68,Nabwana I.G.G.,Bisaso Dauda,7.4
2018,90,Kevin Glynn,Bernard Deegan,5.6
2020,88,Brian Nowak,Dominique Swain,2.3
2014,108,Kelsy Abbott,Chase Fein,6.4
2004,82,Richard Gabai,Lorenzo Lamas,3.4
2019,103,Mike Gunther,Will Yun Lee,3.2
2012,109,Frank Harper,Charles Dance,5.1
2014,112,Joe Bauer,Rita Artmann,5.3
2014,96,Keith Parmer,Alfred Molina,4.5
2018,91,David L.G. Hughes,Martyn Ford,4.3
2011,90,Joe Eckardt,Frankie Muniz,3.9
2008,89,Chung-Chi Li,Jing Wu,6.1
2016,102,"Francis ""Indio"" Disla Ferreira",Fausto Mata,6.7
2017,75,Richard Driscoll,Linnea Quigley,1.9
2004,78,Scott Spiegel,Alexandra Staden,4.5
2015,102,Timothy Woodward Jr.,Danny Glover,2.7
2003,81,Kunihiko Yuyama,Rica Matsumoto,5.7
2019,85,Tony Wash,Sid Haig,3.5
2004,98,Kunihiko Yuyama,Veronica Taylor,6.0
2019,93,Jeffrey Nicholson,Michael Saquella,2.9
2015,80,Rene Perez,Natasha Blasick,2.6
2013,87,Kieran Parker,Bryan Larkin,5.0
2016,83,Alexander T. Hwang,Mark Coyan,4.0
2016,123,Dante Lam,Hanyu Zhang,6.5
2021,181,Priyadarshan,Mohanlal,5.9
2014,90,Michael Anderson,Laura Aikman,4.0
2007,85,Jon Knautz,Robert Englund,5.9
2017,99,Antony Smith,Adam Byard,2.5
2008,91,Bryan Michael Stoller,Eric Roberts,5.3
2016,108,Geoff Redknap,Aden Young,5.5
2011,145,Anees Bazmee,Salman Khan,4.8
2002,91,Bob Misiorowski,Rodney Rowland,3.7
2022,127,Bryan Brooks,Bryan Brooks,4.4
2012,72,Giulio De Santi,Monica Muñoz,4.9
2015,87,Benni Diez,Matt O'Leary,5.1
2022,111,J.A. Collins III,James Coles,8.1
2004,84,Paul Matthews,Paul Johansson,3.1
2014,100,Mario Van Peebles,Cam Gigandet,4.1
2007,88,Bill Rogers,Georgia Chris,3.3
2022,84,Jared Cohn,Anthony 'Treach' Criss,5.2
2019,88,Eric Paul Erickson,Joel Berti,2.1
2016,92,Oscar Rene Lozoya II,Ice-T,6.4
2013,111,John Lyde,Danielle C. Ryan,4.9
2019,86,Brandon Slagle,Vivica A. Fox,3.1
2021,74,Dante Yore,John Littlefield,3.7
2022,120,Osman Ali,Zul Ariffin,7.6
2003,96,David De Bartolome,Christopher Lambert,4.2
2019,99,Guillaume Ivernel,Kirk Thornton,5.5
2016,88,Nicholas Gyeney,Manu Bennett,4.8
2022,83,Ben Milliken,Jeanette Aguilar Harris,4.8
2014,105,Allan Ungar,Michael Biehn,5.3
2019,80,Christopher Forbes,Brad Owens,1.2
2013,88,Christopher Hatton,Dolph Lundgren,4.4
2003,115,Anders Nilsson,Jakob Eklund,6.3
2022,85,Steve Lawson,Sean Cronin,4.4
2019,101,Jason Kwan,Tony Ka Fai Leung,5.9
2004,120,Yun-ho Yang,Dong-kun Yang,6.9
2015,118,Jerrold Tarog,John Arcilla,7.3
2011,102,Carlos Moreno,Manolo Cardona,6.3
2014,116,Sion Sono,Ryohei Suzuki,6.4
2018,98,Harley Wallen,John Savage,4.0
2009,86,Fred Olen Ray,Maxwell Caulfield,3.7
2004,87,Michael Keusch,Luke Wilkins,4.7
2006,107,Leigh Scott,Thomas Downey,2.8
2005,83,Jesse V. Johnson,Dominiquie Vandenberg,4.3
2008,107,José Iván Santiago,Daddy Yankee,5.2
2020,97,Thijs Meuwese,Dave Mantel,3.0
2001,93,Ruben Preuss,Erika Eleniak,4.2
2009,82,Paul Bright,Matthew Burnett,4.5
2021,103,Tony Jopia,Romain Barbey,3.8
2022,85,Geoff Meed,Dominique Swain,2.1
2013,96,Leone Marucci,Christopher Walken,5.1
2016,67,J.J. Johnson,Millie Davis,6.1
2011,89,Jesse Thomas Cook,David Foley,3.6
2009,80,Doug Roos,Carey MacLaren,5.6
2013,92,Eric Styles,Scott Adkins,3.7
2002,84,Josh Olson,Zach Galligan,2.9
2016,90,K. King,Eve Mauro,3.5
2015,96,Keitarô Motonaga,Robbie Daymond,7.3
2021,82,Steve Lawson,Charlie Bond,2.6
2007,60,Stephen Reynolds,Anna Tyrie,4.3
2020,96,Sam Logan Khaleghi,Jesi Jensen,3.5
2019,105,Harley Wallen,Richard Tyson,3.5
2017,85,John MacCarthy,Martin Cummins,3.6
2017,76,Bob Schultz,Whitney Moore,2.8
2004,75,Ron Myrick,Ahmed Best,3.9
2014,104,Wing-Cheong Law,Donnie Yen,4.7
2019,80,Christopher D. Green,Colm Feore,3.7
2019,102,Tom Paton,Shayne Ward,4.0
2015,114,Timothy Kendall,Wei Zhao,4.9
2004,90,Albert Pyun,Mickey Hardt,3.4
2017,88,Toby Russell,Matt Mullins,4.9
2007,90,Jon Keeyes,Edward Furlong,3.9
2015,91,David Labrava,Marilyn Manson,5.8
2016,81,Jack Foster,Jeremy Harkless,1.8
2019,88,Guillermo Iván,Ana Serradilla,4.1
2013,130,Johnnie To,Andy Lau,6.4
2018,59,Charles Band,Sonny Carl Davis,3.6
2018,99,Hailong Li,Geng Han,4.8
2007,129,Benny Chan,Nicholas Tse,6.7
2005,89,David van Eyssen,Sean Astin,4.5
2022,142,Zade Aerial,Daniel Adenjii,6.6
2002,116,Takashi Yamazaki,Takeshi Kaneshiro,6.4
2016,153,Pa. Ranjith,Rajinikanth,6.1
2017,86,Daniel Fabelo,Burnie Burns,6.4
2003,103,Louis-Pascal Couvelaire,Sagamore Stévenin,5.3
2016,92,Simon Dixon,Brian Gleeson,4.4
2000,101,Scott Wiper,Scott Wiper,5.6
2019,85,Nick Lyon,Randy Couture,3.3
2018,96,Milorad Krstic,Iván Kamarás,7.4
2007,85,Karl Kozak,Tyler Poelle,3.2
2009,108,Joel Musch,David Blane,4.3
2011,118,Tigmanshu Dhulia,Jimmy Shergill,7.1
2020,89,Trey Batchelor,Greg Grunberg,4.1
2010,117,Mani Shankar,Sanjay Dutt,6.1
2014,82,Paul Tanter,Tom Benedict Knight,3.1
2019,89,Uri L. Schwarz,Karen Margrethe Gotfredsen,3.5
2006,92,Alister Grierson,Jack Finsterer,6.1
2015,100,Francesco Cinquemani,Leo Howard,2.7
2008,85,Pete Riski,William Hope,4.4
2016,90,Rob Hawk,Susie Celek,2.7
2014,88,Brian Clyde,Mark Dacascos,4.4
2017,115,Ché Baker,Billy Zane,4.7
2018,85,Lee Thongkham,Jimmy Dempster,6.9
2011,87,Fred Olen Ray,Tim Abell,2.5
2016,51,Nathaniel Shields,Ben Johnson,6.2
2002,102,Hark Tsui,Andy On,3.7
2020,81,Matt Peters,Sean Astin,6.2
2016,101,Ian Bonhôte,Eleanor Tomlinson,4.8
2009,82,Craig Clyde,Connie Sellecca,4.8
2013,82,Jason Hull,Jay Dobyns,1.6
2010,105,Howard J. Ford,Rob Freeman,5.7
2017,147,Dipankar Dipon,Arifin Shuvo,7.6
2021,94,Rui Constantino,Roy Almeida,8.1
2020,86,Matthew Ninaber,Melissa Joy Boerger,5.0
2010,88,Dolph Lundgren,Dolph Lundgren,5.1
2011,82,Kyle Day,Julin,3.4
2013,90,Simone Bartesaghi,William Moseley,4.6
2016,87,Terry Lee Coker,Michael McKell,3.9
2013,86,Sacha Bennett,Luke Treadaway,4.3
2017,78,Sam Curtain,Dean Kirkright,4.7
2022,104,Zetkin Yikilmis,Zetkin Yikilmis,6.5
2016,100,Claudio Fäh,Sean Patrick Flanery,5.1
2022,79,Aman Khatkar,Neeru Bajwa,2.8
2020,110,Funke Akindele,Yewande Adebayo,7.6
2012,102,Ralph A. Villani,Tim Large,2.4
2012,85,Joe Pearson,Adam Baldwin,5.4
2005,91,Santiago Segura,Santiago Segura,5.5
2020,98,Jesse Quinones,Gina Gershon,4.4
2018,96,Dennis L. Reed II,Nicole Alexander,4.7
2018,80,Lowell Dean,Leo Fafard,3.9
2021,73,Simon Kay,Amelia Eve,2.7
2006,90,Glenn Standring,Dougray Scott,5.4
2015,87,Joe Begos,Graham Skipper,4.7
2018,90,Robin Christian,Booboo Stewart,2.9
2008,74,Don Barnhart Jr.,Linda Vu,5.5
2020,101,Terry Spears,Katie Burgess,2.1
2022,88,Tim Clague,Doug Cockle,7.2
2003,93,Johnnie To,Andy Lau,6.6
2000,92,Lloyd A. Simandl,Kari Wuhrer,3.5
2016,85,Mark Polonia,Greta Volkova,2.1
2014,158,Amal Neerad,Fahadh Faasil,7.7
2019,89,Phil Condit,Ange Maya,3.2
2016,103,Xandar,Kevin Tanski,1.6
2018,84,Stewart Sparke,Lyndsey Craine,4.7
2018,101,Jingle Ma,Tony Chiu-Wai Leung,4.7
2019,95,Dallas King,Natascha Hopkins,2.7
2018,118,Mario Van Peebles,William Fichtner,3.5
2008,123,Adrian Vitoria,Scot Williams,5.9
2018,107,Emmet Cummins,Dean Ridge,3.9
2019,77,Éric Cazes,Declan Miele-Howell,5.2
2003,99,Lloyd A. Simandl,Rena Lesnar,3.1
2016,83,Brandy Berry,John Bobek,2.8
2013,96,Giorgio Serafini,Dolph Lundgren,3.8
2019,103,Tarek Alarian,Ahmed Ezz,7.1
2022,95,Dung Luong Dinh,Jessica Minh Anh,4.6
2001,92,Chris Ver Wiel,Christian Slater,6.3
2013,97,William Dear,Kris Kristofferson,5.1
2012,130,Til Schweiger,Numan Acar,5.7
2011,78,Jason Trost,Jason Trost,3.9
2003,118,Ekachai Uekrongtham,Asanee Suwan,7.1
2020,92,Matt Bilen,Patrick Thompson,3.6
2010,106,Panna Rittikrai,Sorapong Chatree,5.4
2014,103,Adam Spinks,Sarah Mac,3.2
2018,113,Ebrahim Hatamikia,Babak Hamidian,5.4
2017,98,Matt Drummond,Jordan Dulieu,4.0
2009,99,Jeremy Alter,Anton Pardoe,4.4
2021,89,Tom Paton,Jean-Paul Ly,3.8
2008,119,Ralph Ziman,Rapulana Seiphemo,7.3
2004,90,Kevin O'Neill,Costas Mandylor,3.4
2020,90,Spencer Folmar,Sherilyn Fenn,5.0
2015,87,Mark Polonia,Danielle Donahue,1.8
2001,91,Dominique Forma,Jeff Bridges,5.7
2017,100,Drew Hall,Clayne Crawford,4.2
2016,85,Lou Simon,Jamie Bernadette,3.0
2015,83,Richard Lowry,Barry Lynch,3.5
2013,90,Kimani Ray Smith,Laci J Mailey,4.0
2017,76,Nahala Johnson,Sheneka Adams,3.2
2016,80,Timothy Woodward Jr.,Johnny Messner,3.6
2008,103,Nontakorn Taweesuk,Dan Chupong,5.6
2020,84,Caleb Lisitsin,Adam Corey,7.6
2015,96,Timothy Woodward Jr.,Tom Sizemore,2.6
2017,85,Nik Kacevski,Joshua Brennan,5.3
2021,82,John Riggins,Katrina Grey,1.5
2002,95,Tomasz Wiszniewski,Bob Hoskins,6.7
2015,127,Wuershan,Kun Chen,5.9
2022,83,Sophie Storm K.,May Kelly,3.8
2016,101,Enrique Begné,Omar Chaparro,4.8
2002,96,Stefan Schwartz,Alice Evans,6.6
2004,90,Jeff Celentano,Michael York,2.5
2012,86,Raimund Huber,Johnny Messner,4.4
2020,78,Rene Perez,J.D. Angstadt,2.3
2000,95,J. Stephen Maunder,Jalal Merhi,4.0
2004,109,Frédéric Schoendoerffer,Vincent Cassel,5.4
2005,88,Jim Wynorski,Antonio Sabato Jr.,3.7
2003,122,Soumitra Ranade,Jaaved Jaaferi,5.9
2002,88,Richard Greenberg,Brent Roam,6.0
2021,90,Dastan Khalili,Eli Jane,4.4
2005,94,Dolph Lundgren,Dolph Lundgren,5.5
2015,85,Vassilis Katsikis,Aris Athan,5.4
2003,105,Brad Mirman,Gérard Depardieu,6.4
2018,92,Brett Simon,Alex Sharp,5.3
2002,86,Jonas Quastel,Lance Henriksen,3.5
2001,89,Mike Marvin,Bo Derek,3.2
2021,97,John Richard Walton,A'Keem Bashir,7.9
2014,105,Vahik Pirhamzei,Vahik Pirhamzei,7.0
2010,88,James Quattrochi,Jason Gedrick,4.8
2001,83,John Carl Buechler,Götz Otto,2.8
2020,101,Shu-Pei Sun,Shengyi Huang,3.4
2019,90,Richard Ryan,Anzu Lawson,3.4
2015,88,Steven M. Smith,Chris Bell,3.0
2011,80,Patrick McBrearty,Trish Stratus,3.7
2018,86,Tim van Dammen,Anton Tennet,5.8
2017,79,Leigh Scott,Collin Galyean,3.1
2019,80,Khu,John Brown,2.3
2001,95,Daniel D'Or,Julie Strain,3.2
2021,86,Gerald Rascionato,Michael Paré,2.5
2009,90,Sticky Fingaz,Alvin 'Porky' Holland,5.1
2020,98,Joey Loomis,Micah Lyons,5.7
2001,98,Madison Monroe,Mary Shannon,3.7
2011,88,Colin Theys,Grant Bowler,4.2
2010,86,Stephen Shimek,Seven Castle,3.8
2004,101,Gary Brockette,Christopher Daniel Barnes,4.4
2015,87,Adam Silver,Taylor Cole,4.7
2019,93,Lynn Roth,August Maturo,5.0
2014,87,Ben Demaree,Adrian Paul,2.5
2004,93,Andrew Prendergast,Gary Condés,2.8
2005,90,James Intveld,David Carradine,5.7
2021,93,Mercedes,Irie Divine,5.7
2012,92,John Lyde,Corey Sevier,3.6
2010,104,Adam Blaiklock,Ben Oxenbould,5.3
2014,109,Vicky Jewson,James Frain,4.4
2020,130,Robert Peters,Jackie Appiah,6.1
2013,88,Griff Furst,Michael Baird,3.6
2002,93,Michael Vickerman,Kevin Smith,3.6
2018,81,Dallas King,Tamra Dae,7.4
2019,120,Kayode Kasum,Lateef Adedimeji,5.2
2018,90,Paul Brown,Mike Vogel,7.0
2006,90,Steven R. Monroe,Lance Henriksen,3.8
2022,94,Jesse Thomas Cook,Liv Collins,7.2
2015,131,Ashish R. Mohan,Arshad Warsi,4.2
2005,97,Martin Munthe,Jordi Almeida,2.7
2017,139,Mahesh Narayanan,Parvathy Thiruvothu,8.1
2020,91,Thomas Shapiro,Max Aria,2.3
2001,96,Phillip J. Roth,Dean Cain,3.4
2010,150,V.V. Vinayak,N.T. Rama Rao Jr.,6.7
2016,102,Art Camacho,Olivier Gruner,3.6
2003,91,Steven Ramirez,George Henare,6.1
2017,90,Josh Collins,Tex Perkins,6.5
2001,96,Robert J. Wilson,Susan Dey,5.2
2008,90,Aki Aleong,Reggie Lee,6.3
2004,90,Darren Lemke,Dean Cain,5.8
2001,120,Tae-gyun Kim,Jang Hyuk,5.9
2012,87,Alex Craig Mann,Jacob Zachar,4.5
2016,118,Paolo Dy,Andreas Muñoz,5.8
2014,108,Mo Ali,Lars Mikkelsen,5.5
2017,95,Mark McQueen,Craig Fairbrass,5.1
2021,104,Adam Wilson,Ade Dimberline,3.0
2019,134,Xiaolu Xue,Jiayin Lei,5.2
2002,102,Scott Roberts,Guy Pearce,6.0
2012,90,Jason Connery,Wes Chatham,5.6
2021,85,Tristan Price,Audrey Rode,3.0
2009,105,Bjorn Anderson,Wayne Bastrup,7.8
2007,105,Erken Ialgashev,Cung Le,5.5
